"SEQ"	"WH"	"DEVID"	"SYSFLG1"	"SYSFLG2"	"SYSFLG3"	"SYSFLG4"	"LOGINID"	"TRDATE"	"TRTYPE"	"OPESEQ"	"RESULT"	"RSNCODE"	"TRUCKNO"	"CUSTNO"	"SHIPPN"	"SHIPQTY"	"TAGTYPE"	"PN"	"CUSTPN"	"QTY"	"TAGSEQ"	"SCANDATE"	"SCANTIME"	"REGISTERED_AT"	"REGISTERED_COMPNAME"	"REGISTERED_COMPCODE"	"SHIPNO"	"CHECKTYPE"	"FILENAME"
2154	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0090"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-11810T"	"JJ301-002810             "	4	"0070025"	01-MAR-25	"034436"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2155	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0091"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-002810             "		""	01-MAR-25	"034438"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2156	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0092"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-11810T"	"JJ301-002810             "	4	"0070066"	01-MAR-25	"034439"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2157	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0093"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-002810             "		""	01-MAR-25	"034441"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2158	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0094"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-11810T"	"JJ301-002810             "	4	"0070085"	01-MAR-25	"034442"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2159	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0095"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-002810             "		""	01-MAR-25	"034443"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2160	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0096"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-11810T"	"JJ301-002810             "	4	"0070078"	01-MAR-25	"034444"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2161	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0097"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-002810             "		""	01-MAR-25	"034447"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2162	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0098"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-11810T"	"JJ301-002810             "	4	"0070079"	01-MAR-25	"034448"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2163	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0099"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-002810             "		""	01-MAR-25	"034450"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2164	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0100"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-11810T"	"JJ301-002810             "	4	"0070033"	01-MAR-25	"034452"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2165	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0101"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-002810             "		""	01-MAR-25	"034453"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2166	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0102"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070032"	01-MAR-25	"035959"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2167	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0103"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040000"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2168	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0104"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070271"	01-MAR-25	"040001"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2169	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0105"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040002"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2170	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0106"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070053"	01-MAR-25	"040003"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2171	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0107"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040004"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2172	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0108"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070009"	01-MAR-25	"040006"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2173	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0109"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040007"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2174	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0110"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070036"	01-MAR-25	"040008"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2175	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0111"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040009"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2176	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0112"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070127"	01-MAR-25	"040010"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2177	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0113"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040011"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2178	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0114"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070122"	01-MAR-25	"040019"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2179	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0115"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040020"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2180	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0116"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070025"	01-MAR-25	"040021"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2181	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0117"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040022"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2182	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0118"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070259"	01-MAR-25	"040023"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2183	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0119"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040024"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2184	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0120"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070068"	01-MAR-25	"040033"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2185	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0121"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040034"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2186	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0122"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070028"	01-MAR-25	"040035"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2187	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0123"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040035"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2188	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0124"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070270"	01-MAR-25	"040036"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2189	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0125"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040037"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2190	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0126"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070012"	01-MAR-25	"040039"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2191	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0127"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040039"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2192	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0128"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070008"	01-MAR-25	"040049"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2193	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0129"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040052"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2194	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0130"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070205"	01-MAR-25	"040054"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2195	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0131"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040055"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2196	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0132"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070250"	01-MAR-25	"040056"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2197	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0133"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040057"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2198	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0134"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070240"	01-MAR-25	"040058"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2199	"48"	"08"	" "	" "	" "	" "	"888"	28-FEB-25	1	"0135"	"1"	"3320"	"0621314"	"10005901"	"               "		"CS"	"               "	"4                        "		""	01-MAR-25	"040059"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2200	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0136"	"0"	"1000"	"0621314"	"10005901"	"               "		"  "	"               "	"                         "		""	01-MAR-25	"040141"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2201	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0137"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070240"	01-MAR-25	"040142"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2202	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0138"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040144"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2203	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0139"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070198"	01-MAR-25	"040156"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2204	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0140"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040157"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2205	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0141"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070018"	01-MAR-25	"040158"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2206	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0142"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040159"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2207	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0143"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070057"	01-MAR-25	"040200"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2208	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0144"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040202"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2209	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0145"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070226"	01-MAR-25	"040203"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2210	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0146"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040204"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2211	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0147"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070029"	01-MAR-25	"040221"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2212	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0148"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040222"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2213	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0149"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070045"	01-MAR-25	"040225"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2214	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0150"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040226"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2215	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0151"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070233"	01-MAR-25	"040227"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2216	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0152"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040228"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2217	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0153"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070022"	01-MAR-25	"040234"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2218	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0154"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040235"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2219	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0155"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070184"	01-MAR-25	"040238"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2220	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0156"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040239"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2221	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0157"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070222"	01-MAR-25	"040239"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2222	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0158"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040241"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2223	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0159"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070014"	01-MAR-25	"040245"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2224	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0160"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040246"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2225	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0161"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070254"	01-MAR-25	"040247"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2226	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0162"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040248"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2227	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0163"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070066"	01-MAR-25	"040249"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2228	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0164"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040251"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2229	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0165"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070055"	01-MAR-25	"040330"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2230	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0166"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040331"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2231	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0167"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070125"	01-MAR-25	"040332"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2232	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0168"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040333"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2233	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0169"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070006"	01-MAR-25	"040334"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2234	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0170"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040335"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2235	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0171"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070215"	01-MAR-25	"040337"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2236	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0172"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040338"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2237	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0173"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070103"	01-MAR-25	"040340"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2238	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0174"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040341"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2239	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0175"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070050"	01-MAR-25	"040342"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2240	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0176"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040343"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2241	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0177"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070210"	01-MAR-25	"040350"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2242	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0178"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040351"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2243	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0179"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070062"	01-MAR-25	"040352"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2244	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0180"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040353"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2245	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0181"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070101"	01-MAR-25	"040354"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2246	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0182"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040355"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2247	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0183"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070176"	01-MAR-25	"040405"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
